"","Maximum","Mean","Median"
0,4634.61666666667,875.975074200913,130.383333333333
1,4713.75,912.052233637747,152.816666666667
2,4948.03333333333,1005.06785578387,271.083333333333
3,5341.58333333333,1226.74915334855,561.833333333333
4,5777.83333333333,1522.42492579909,967.283333333333
5,6197.51666666667,1825.32109589041,1294.1
6,6539.33333333333,2063.26231544901,1635.13333333333
7,6695.68333333333,2124.6726369863,1650.15
8,6762.9,2184.17953386606,1722.53333333333
9,6875.23333333333,2201.23023782344,1829.58333333333
